date,Open,High,Low,Weekday,Close
2014-09-08,1.6185,1.6232,1.6092,Monday,1.6092
2014-09-05,1.6316,1.6337,1.6284,Friday,1.6323
2014-09-04,1.6459,1.6464,1.6306,Thursday,1.6316
2014-09-03,1.6468,1.6497,1.644,Wednesday,1.6461
2014-09-02,1.6607,1.6614,1.6467,Tuesday,1.6469
2014-09-01,1.659,1.6643,1.6586,Monday,1.6608
2014-08-29,1.6587,1.6611,1.6563,Friday,1.6596
2014-08-28,1.6574,1.6612,1.6568,Thursday,1.6588
2014-08-27,1.6541,1.6603,1.6537,Wednesday,1.6573
2014-08-26,1.657,1.6594,1.6539,Tuesday,1.6541
2014-08-25,1.654,1.6596,1.6539,Monday,1.657
2014-08-22,1.6578,1.6593,1.6562,Friday,1.6565
2014-08-21,1.6593,1.66,1.6564,Thursday,1.6579
2014-08-20,1.6616,1.6675,1.659,Wednesday,1.6593
2014-08-19,1.6724,1.6727,1.6611,Tuesday,1.6615
2014-08-18,1.6717,1.6737,1.6713,Monday,1.6725
2014-08-15,1.6684,1.6701,1.6678,Friday,1.6688
2014-08-14,1.6688,1.6697,1.6658,Thursday,1.6683
2014-08-13,1.6809,1.6827,1.6685,Wednesday,1.6689
2014-08-12,1.6785,1.6815,1.6757,Tuesday,1.6809
2014-08-11,1.6774,1.6795,1.6771,Monday,1.6787
2014-08-08,1.6832,1.6833,1.6767,Friday,1.6771
2014-08-07,1.6851,1.6864,1.6824,Thursday,1.6832
2014-08-06,1.6882,1.6883,1.6822,Wednesday,1.685
2014-08-05,1.6858,1.6886,1.6846,Tuesday,1.6882
2014-08-04,1.6824,1.6862,1.6814,Monday,1.6859
2014-08-01,1.6884,1.6892,1.6817,Friday,1.6818
2014-07-31,1.691,1.6926,1.6857,Thursday,1.6884
2014-07-30,1.6943,1.6955,1.6889,Wednesday,1.6912
2014-07-29,1.6982,1.6993,1.6933,Tuesday,1.6943
2014-07-28,1.6976,1.7,1.6973,Monday,1.6983
2014-07-25,1.6987,1.6997,1.6963,Friday,1.6973
2014-07-24,1.7039,1.7052,1.6967,Thursday,1.6987
2014-07-23,1.7064,1.7094,1.7024,Wednesday,1.7039
2014-07-22,1.7074,1.7083,1.7041,Tuesday,1.7064
2014-07-21,1.7081,1.7099,1.7055,Monday,1.7073
2014-07-18,1.7097,1.7116,1.7037,Friday,1.7083
2014-07-17,1.7136,1.7142,1.7087,Thursday,1.71
2014-07-16,1.7141,1.7148,1.7117,Wednesday,1.7136
2014-07-15,1.7084,1.7188,1.7059,Tuesday,1.7141
2014-07-14,1.7121,1.7143,1.707,Monday,1.7083
2014-07-11,1.7131,1.7148,1.7095,Friday,1.7114
2014-07-10,1.7155,1.7166,1.7104,Thursday,1.7132
2014-07-09,1.713,1.7158,1.7094,Wednesday,1.7156
2014-07-08,1.713,1.7147,1.7087,Tuesday,1.713
2014-07-07,1.7162,1.7162,1.7109,Monday,1.7131
2014-07-04,1.7153,1.7178,1.7131,Friday,1.7158
2014-07-03,1.7163,1.7165,1.7109,Thursday,1.715
2014-07-02,1.7149,1.7176,1.7139,Wednesday,1.7163
2014-07-01,1.7109,1.7164,1.7095,Tuesday,1.7148
2014-06-30,1.7033,1.7114,1.7009,Monday,1.7109
2014-06-27,1.7023,1.7048,1.7009,Friday,1.7035
2014-06-26,1.698,1.704,1.6972,Thursday,1.7024
2014-06-25,1.6982,1.7002,1.6952,Wednesday,1.6981
2014-06-24,1.7026,1.7031,1.6964,Tuesday,1.6983
2014-06-23,1.702,1.7048,1.7002,Monday,1.7027
2014-06-20,1.7038,1.7059,1.7003,Friday,1.701
2014-06-19,1.6991,1.7061,1.6986,Thursday,1.7038
2014-06-18,1.6961,1.6996,1.6923,Wednesday,1.6991
2014-06-17,1.6978,1.6989,1.6942,Tuesday,1.6962
2014-06-16,1.6974,1.7009,1.696,Monday,1.6978
2014-06-13,1.6925,1.6991,1.6922,Friday,1.6961
2014-06-12,1.6788,1.6935,1.6786,Thursday,1.6923
2014-06-11,1.6754,1.681,1.6739,Wednesday,1.679
2014-06-10,1.6801,1.6816,1.6743,Tuesday,1.6754
2014-06-09,1.6808,1.6831,1.6783,Monday,1.6802
2014-06-06,1.6815,1.6842,1.6781,Friday,1.6795
2014-06-05,1.6737,1.6823,1.6725,Thursday,1.6813
2014-06-04,1.6748,1.6767,1.6699,Wednesday,1.6736
2014-06-03,1.6746,1.678,1.6731,Tuesday,1.6748
2014-06-02,1.6758,1.6761,1.6724,Monday,1.6746
2014-05-30,1.6716,1.6775,1.6715,Friday,1.6744
2014-05-29,1.671,1.6737,1.6695,Thursday,1.6716
2014-05-28,1.6808,1.6815,1.6699,Wednesday,1.6712
2014-05-27,1.684,1.688,1.6783,Tuesday,1.6809
2014-05-26,1.6833,1.6852,1.6825,Monday,1.6839
2014-05-23,1.6866,1.6875,1.6812,Friday,1.683
2014-05-22,1.6898,1.6912,1.6849,Thursday,1.6867
2014-05-21,1.6837,1.6917,1.6831,Wednesday,1.6898
2014-05-20,1.6812,1.6853,1.6802,Tuesday,1.6837
2014-05-19,1.6822,1.6843,1.6805,Monday,1.6813
2014-05-16,1.6788,1.6835,1.6783,Friday,1.6815
2014-05-15,1.6765,1.6804,1.6735,Thursday,1.6789
2014-05-14,1.6826,1.6872,1.6756,Wednesday,1.6765
2014-05-13,1.6868,1.6882,1.6819,Tuesday,1.6825
2014-05-12,1.6846,1.6902,1.6845,Monday,1.6868
2014-05-09,1.6931,1.6937,1.6832,Friday,1.6855
2014-05-08,1.6953,1.697,1.6924,Thursday,1.6931
2014-05-07,1.6972,1.6985,1.695,Wednesday,1.6954
2014-05-06,1.6867,1.6995,1.6864,Tuesday,1.6971
2014-05-05,1.6876,1.6882,1.6856,Monday,1.6867
2014-05-02,1.6887,1.6893,1.6825,Friday,1.6873
2014-05-01,1.6873,1.6911,1.687,Thursday,1.6887
2014-04-30,1.6824,1.6897,1.6806,Wednesday,1.6873
2014-04-29,1.6807,1.6845,1.6793,Tuesday,1.6825
2014-04-28,1.6802,1.6855,1.6778,Monday,1.6807
2014-04-25,1.6801,1.6826,1.679,Friday,1.6795
2014-04-24,1.6779,1.6805,1.6766,Thursday,1.6801
2014-04-23,1.6824,1.6835,1.6763,Wednesday,1.6778
2014-04-22,1.6792,1.6838,1.6784,Tuesday,1.6823
2014-04-21,1.68,1.6818,1.6784,Monday,1.6793
2014-04-18,1.6793,1.6799,1.6773,Friday,1.6788
2014-04-17,1.6794,1.6841,1.6786,Thursday,1.6792
2014-04-16,1.6727,1.6815,1.6719,Wednesday,1.6796
2014-04-15,1.6725,1.6747,1.6686,Tuesday,1.6726
2014-04-14,1.6737,1.6741,1.6696,Monday,1.6724
2014-04-11,1.6782,1.6785,1.6718,Friday,1.6729
2014-04-10,1.679,1.6818,1.6756,Thursday,1.6783
2014-04-09,1.6748,1.6797,1.6724,Wednesday,1.6791
2014-04-08,1.6607,1.6753,1.6605,Tuesday,1.6748
2014-04-07,1.657,1.6621,1.6565,Monday,1.6608
2014-04-04,1.6594,1.6603,1.6557,Friday,1.6573
2014-04-03,1.6624,1.6659,1.657,Thursday,1.6594
2014-04-02,1.6631,1.6663,1.662,Wednesday,1.6624
2014-04-01,1.6661,1.6673,1.6618,Tuesday,1.663
2014-03-31,1.6642,1.6683,1.6614,Monday,1.6663
2014-03-28,1.6604,1.6648,1.6601,Friday,1.6637
2014-03-27,1.6578,1.6646,1.6554,Thursday,1.6602
2014-03-26,1.6528,1.6595,1.6511,Wednesday,1.6576
2014-03-25,1.6496,1.6549,1.6482,Tuesday,1.6529
2014-03-24,1.6473,1.6532,1.6466,Monday,1.6495
2014-03-21,1.6507,1.6519,1.6475,Friday,1.6483
2014-03-20,1.6532,1.6566,1.6481,Thursday,1.6508
2014-03-19,1.6594,1.6651,1.6508,Wednesday,1.653
2014-03-18,1.6633,1.6646,1.6546,Tuesday,1.6591
2014-03-17,1.6642,1.6664,1.6604,Monday,1.6634
2014-03-14,1.6621,1.6651,1.6588,Friday,1.6644
2014-03-13,1.6617,1.6714,1.6608,Thursday,1.6622
2014-03-12,1.6616,1.6635,1.6572,Wednesday,1.6617
2014-03-11,1.6645,1.6652,1.6596,Tuesday,1.6615
2014-03-10,1.6721,1.6739,1.6622,Monday,1.6645
2014-03-07,1.6737,1.6784,1.6709,Friday,1.6712
2014-03-06,1.6718,1.6774,1.6686,Thursday,1.674
2014-03-05,1.6663,1.6738,1.6655,Wednesday,1.6721
2014-03-04,1.6664,1.6713,1.664,Tuesday,1.6662
2014-03-03,1.671,1.675,1.6653,Monday,1.6664
2014-02-28,1.6686,1.6761,1.6675,Friday,1.674
2014-02-27,1.6666,1.6697,1.6619,Thursday,1.6687
2014-02-26,1.668,1.6695,1.6622,Wednesday,1.6668
2014-02-25,1.6653,1.672,1.6645,Tuesday,1.668
2014-02-24,1.6626,1.6677,1.6586,Monday,1.6653
2014-02-21,1.665,1.6723,1.6613,Friday,1.6615
2014-02-20,1.6679,1.6697,1.6625,Thursday,1.6649
2014-02-19,1.6682,1.6732,1.6638,Wednesday,1.6678
2014-02-18,1.6713,1.6738,1.6656,Tuesday,1.6682
2014-02-17,1.6767,1.6819,1.6695,Monday,1.6714
2014-02-14,1.6656,1.6753,1.6644,Friday,1.6745
2014-02-13,1.6593,1.6669,1.6592,Thursday,1.6657
2014-02-12,1.645,1.6599,1.6426,Wednesday,1.6595
2014-02-11,1.6399,1.6486,1.6392,Tuesday,1.6447
2014-02-10,1.6395,1.6426,1.6382,Monday,1.6401
2014-02-07,1.6321,1.6417,1.631,Friday,1.6409
2014-02-06,1.6308,1.6343,1.6272,Thursday,1.632
2014-02-05,1.6322,1.6341,1.6255,Wednesday,1.6309
2014-02-04,1.6303,1.6343,1.6257,Tuesday,1.6322
2014-02-03,1.6417,1.6437,1.6289,Monday,1.6307
2014-01-31,1.6484,1.6497,1.6429,Friday,1.6436
2014-01-30,1.6562,1.6566,1.6445,Thursday,1.6483
2014-01-29,1.6577,1.6604,1.6527,Wednesday,1.656
2014-01-28,1.6583,1.6621,1.654,Tuesday,1.6579
2014-01-27,1.6502,1.6587,1.6475,Monday,1.6584
2014-01-24,1.6637,1.6665,1.6479,Friday,1.6484
2014-01-23,1.6572,1.664,1.6557,Thursday,1.6636
2014-01-22,1.6475,1.6584,1.6451,Wednesday,1.6572
2014-01-21,1.6425,1.6483,1.6399,Tuesday,1.6477
2014-01-20,1.6416,1.6451,1.6395,Monday,1.6429
2014-01-17,1.6353,1.6454,1.631,Friday,1.6417
2014-01-16,1.6369,1.6377,1.6319,Thursday,1.6354
2014-01-15,1.6438,1.6441,1.6323,Wednesday,1.637
2014-01-14,1.6382,1.646,1.6367,Tuesday,1.6437
2014-01-13,1.6484,1.6506,1.6352,Monday,1.6386
2014-01-10,1.6478,1.6516,1.639,Friday,1.6481
2014-01-09,1.6447,1.6494,1.6441,Thursday,1.6478
2014-01-08,1.6401,1.6469,1.6377,Wednesday,1.6449
2014-01-07,1.6403,1.6435,1.6373,Tuesday,1.64
2014-01-06,1.6396,1.6432,1.6338,Monday,1.6403
2014-01-03,1.6452,1.6473,1.6396,Friday,1.6417
2014-01-02,1.6568,1.6601,1.6418,Thursday,1.6451
2014-01-01,1.6555,1.6575,1.6526,Wednesday,1.6566
2013-12-31,1.6497,1.6577,1.6474,Tuesday,1.6558
2013-12-30,1.648,1.6531,1.646,Monday,1.65
2013-12-27,1.6407,1.657,1.6405,Friday,1.6478
2013-12-26,1.6352,1.6437,1.6341,Thursday,1.6408
2013-12-25,1.6365,1.6365,1.6298,Wednesday,1.634
2013-12-24,1.6355,1.6379,1.6322,Tuesday,1.6361
2013-12-23,1.6338,1.6374,1.6323,Monday,1.6355
2013-12-20,1.6367,1.639,1.6315,Friday,1.633
2013-12-19,1.6388,1.6395,1.6334,Thursday,1.6372
2013-12-18,1.6263,1.6472,1.6261,Wednesday,1.639
2013-12-17,1.6297,1.6334,1.6225,Tuesday,1.6262
2013-12-16,1.6292,1.6347,1.6288,Monday,1.6295
2013-12-13,1.6349,1.6358,1.6261,Friday,1.6294
2013-12-12,1.6374,1.6416,1.6321,Thursday,1.6349
2013-12-11,1.6443,1.6456,1.6345,Wednesday,1.6374
2013-12-10,1.6428,1.6464,1.6418,Tuesday,1.6443
2013-12-09,1.6346,1.6432,1.6324,Monday,1.6427
2013-12-06,1.6332,1.6385,1.63,Friday,1.6346
2013-12-05,1.6382,1.6402,1.6301,Thursday,1.6333
2013-12-04,1.639,1.6397,1.6328,Wednesday,1.6382
2013-12-03,1.6353,1.6436,1.6347,Tuesday,1.6389
2013-12-02,1.6368,1.6437,1.6343,Monday,1.6355
2013-11-29,1.6343,1.6383,1.6314,Friday,1.6365
2013-11-28,1.6286,1.6356,1.6276,Thursday,1.6342
2013-11-27,1.6214,1.6329,1.6197,Wednesday,1.6287
2013-11-26,1.6154,1.6218,1.614,Tuesday,1.6214
2013-11-25,1.6224,1.624,1.6133,Monday,1.6153
2013-11-22,1.6199,1.6223,1.6177,Friday,1.6222
2013-11-21,1.6104,1.62,1.6072,Thursday,1.6198
2013-11-20,1.6118,1.6177,1.6089,Wednesday,1.6105
2013-11-19,1.6109,1.6129,1.6063,Tuesday,1.6119
2013-11-18,1.6121,1.6147,1.6083,Monday,1.6108
2013-11-15,1.6063,1.6133,1.605,Friday,1.6117
2013-11-14,1.6055,1.6098,1.5988,Thursday,1.6064
2013-11-13,1.5905,1.6061,1.5879,Wednesday,1.6055
2013-11-12,1.599,1.5991,1.5856,Tuesday,1.5903
2013-11-11,1.6001,1.602,1.5965,Monday,1.5987
2013-11-08,1.6096,1.6104,1.5957,Friday,1.6015
2013-11-07,1.608,1.6111,1.6011,Thursday,1.6092
2013-11-06,1.6043,1.6115,1.6041,Wednesday,1.6079
2013-11-05,1.5967,1.6061,1.595,Tuesday,1.6043
2013-11-04,1.5926,1.5978,1.5903,Monday,1.5967
2013-11-01,1.604,1.6045,1.5909,Friday,1.5912
2013-10-31,1.6034,1.6066,1.6005,Thursday,1.6039
2013-10-30,1.6046,1.6077,1.6,Wednesday,1.6038
2013-10-29,1.6137,1.6141,1.6029,Tuesday,1.6046
2013-10-28,1.6169,1.6206,1.6125,Monday,1.6137
2013-10-25,1.6197,1.6243,1.615,Friday,1.6166
2013-10-24,1.6164,1.6222,1.6138,Thursday,1.6201
2013-10-23,1.6231,1.6255,1.6123,Wednesday,1.6164
2013-10-22,1.6145,1.6247,1.6117,Tuesday,1.623
2013-10-21,1.6171,1.6179,1.6133,Monday,1.6144
2013-10-18,1.6161,1.6223,1.6142,Friday,1.6174
2013-10-17,1.5955,1.6169,1.5941,Thursday,1.6159
2013-10-16,1.5995,1.6044,1.5895,Wednesday,1.5955
2013-10-15,1.598,1.6006,1.5918,Tuesday,1.5996
2013-10-14,1.5967,1.6015,1.5954,Monday,1.598
2013-10-11,1.5972,1.5998,1.5924,Friday,1.5952
2013-10-10,1.5954,1.5978,1.5914,Thursday,1.5971
2013-10-09,1.6083,1.6119,1.5917,Wednesday,1.5952
2013-10-08,1.6086,1.6122,1.6027,Tuesday,1.6082
2013-10-07,1.6026,1.6099,1.6025,Monday,1.6089
2013-10-04,1.6158,1.6176,1.6005,Friday,1.6012
2013-10-03,1.6228,1.6239,1.6154,Thursday,1.6158
2013-10-02,1.6191,1.625,1.6162,Wednesday,1.6227
2013-10-01,1.6182,1.6256,1.6182,Tuesday,1.6191
2013-09-30,1.6142,1.6198,1.6131,Monday,1.6184
2013-09-27,1.6037,1.615,1.603,Friday,1.615
2013-09-26,1.6076,1.6093,1.6,Thursday,1.6038
2013-09-25,1.6001,1.6087,1.5979,Wednesday,1.6077
2013-09-24,1.6041,1.6043,1.5955,Tuesday,1.6
2013-09-23,1.5998,1.6067,1.5998,Monday,1.6041
2013-09-20,1.603,1.6065,1.5987,Friday,1.6005
2013-09-19,1.6132,1.6146,1.6022,Thursday,1.6028
2013-09-18,1.5907,1.6155,1.5893,Wednesday,1.6135
2013-09-17,1.5895,1.5931,1.5887,Tuesday,1.5905
2013-09-16,1.5935,1.596,1.5894,Monday,1.5896
2013-09-13,1.5805,1.5883,1.5777,Friday,1.587
2013-09-12,1.5823,1.5836,1.5778,Thursday,1.5806
2013-09-11,1.5731,1.5827,1.5718,Wednesday,1.5823
2013-09-10,1.5693,1.5742,1.5685,Tuesday,1.5731
2013-09-09,1.5628,1.5728,1.5626,Monday,1.5693
2013-09-06,1.5588,1.565,1.5565,Friday,1.5634
2013-09-05,1.5622,1.5666,1.5575,Thursday,1.5588
2013-09-04,1.5558,1.5645,1.5555,Wednesday,1.5621
2013-09-03,1.5545,1.5596,1.5522,Tuesday,1.5557
2013-09-02,1.5518,1.5588,1.5505,Monday,1.5546
2013-08-30,1.5503,1.5526,1.5464,Friday,1.5502
2013-08-29,1.5525,1.5548,1.5484,Thursday,1.55
2013-08-28,1.5545,1.5551,1.5435,Wednesday,1.5525
2013-08-27,1.5577,1.5591,1.5482,Tuesday,1.5543
2013-08-26,1.5574,1.561,1.5557,Monday,1.5577
2013-08-23,1.5584,1.5633,1.554,Friday,1.5569
2013-08-22,1.5653,1.5653,1.5563,Thursday,1.5585
2013-08-21,1.5662,1.5712,1.5641,Wednesday,1.5655
2013-08-20,1.5647,1.5692,1.5628,Tuesday,1.5662
2013-08-19,1.5629,1.5671,1.5609,Monday,1.5646
2013-08-16,1.5642,1.5654,1.5605,Friday,1.5633
2013-08-15,1.5501,1.565,1.5501,Thursday,1.5643
2013-08-14,1.5446,1.5542,1.5424,Wednesday,1.5501
2013-08-13,1.5462,1.5489,1.5431,Tuesday,1.5447
2013-08-12,1.5503,1.5519,1.5457,Monday,1.5461
2013-08-09,1.5535,1.5557,1.549,Friday,1.549
2013-08-08,1.5489,1.5573,1.5484,Thursday,1.5536
2013-08-07,1.5348,1.5525,1.5211,Wednesday,1.5488
2013-08-06,1.5354,1.5387,1.5331,Tuesday,1.5348
2013-08-05,1.5282,1.5375,1.5264,Monday,1.5354
2013-08-02,1.5118,1.5304,1.5103,Friday,1.5286
2013-08-01,1.5201,1.524,1.511,Thursday,1.5117
2013-07-31,1.5237,1.5251,1.5128,Wednesday,1.5196
2013-07-30,1.5338,1.535,1.5225,Tuesday,1.5238
2013-07-29,1.5382,1.541,1.5328,Monday,1.5339
2013-07-26,1.5382,1.5415,1.5357,Friday,1.5384
2013-07-25,1.5316,1.5427,1.5264,Thursday,1.5382
2013-07-24,1.5373,1.5387,1.529,Wednesday,1.5315
2013-07-23,1.5356,1.539,1.5327,Tuesday,1.5372
2013-07-22,1.5262,1.5383,1.5257,Monday,1.5356
2013-07-19,1.5226,1.5278,1.5196,Friday,1.5258
2013-07-18,1.521,1.524,1.5157,Thursday,1.5228
2013-07-17,1.5147,1.526,1.5079,Wednesday,1.5214
2013-07-16,1.51,1.5164,1.5046,Tuesday,1.5146
2013-07-15,1.5108,1.5124,1.5027,Monday,1.51
2013-07-12,1.5183,1.5187,1.5076,Friday,1.5098
2013-07-11,1.5056,1.5215,1.5036,Thursday,1.5184
2013-07-10,1.4865,1.5065,1.4846,Wednesday,1.5062
2013-07-09,1.4935,1.4978,1.4814,Tuesday,1.4864
2013-07-08,1.4875,1.4897,1.4872,Monday,1.4895
2013-07-05,1.5073,1.5077,1.4857,Friday,1.4893
2013-07-04,1.5278,1.5282,1.5054,Thursday,1.5071
2013-07-03,1.5151,1.5303,1.5128,Wednesday,1.5278
2013-07-02,1.5217,1.5238,1.5136,Tuesday,1.5153
2013-07-01,1.5206,1.5249,1.5181,Monday,1.5216
2013-06-28,1.5257,1.5279,1.5165,Friday,1.522
2013-06-27,1.5313,1.5345,1.5201,Thursday,1.5257
2013-06-26,1.5424,1.5439,1.5296,Wednesday,1.5313
2013-06-25,1.5434,1.5477,1.5396,Tuesday,1.5423
2013-06-24,1.5394,1.5465,1.5342,Monday,1.5434
2013-06-21,1.5503,1.5528,1.5367,Friday,1.5425
2013-06-20,1.5488,1.5517,1.5412,Thursday,1.5503
2013-06-19,1.5639,1.5677,1.5448,Wednesday,1.5488
2013-06-18,1.5716,1.5721,1.5563,Tuesday,1.5638
2013-06-17,1.5711,1.5751,1.568,Monday,1.5717
2013-06-14,1.5718,1.5718,1.5614,Friday,1.57
2013-06-13,1.5677,1.5736,1.5643,Thursday,1.5718
2013-06-12,1.5643,1.5698,1.563,Wednesday,1.5675
2013-06-11,1.555,1.5652,1.552,Tuesday,1.5644
2013-06-10,1.554,1.5585,1.5492,Monday,1.557
2013-06-07,1.5586,1.5618,1.5487,Friday,1.5552
2013-06-06,1.5406,1.5682,1.538,Thursday,1.5586
2013-06-05,1.5314,1.5408,1.5289,Wednesday,1.5404
2013-06-04,1.5318,1.5342,1.5272,Tuesday,1.5314
2013-06-03,1.5197,1.5374,1.5176,Monday,1.5317
2013-05-31,1.5231,1.5239,1.5139,Friday,1.5196
2013-05-30,1.5128,1.5237,1.5109,Thursday,1.5231
2013-05-29,1.5034,1.5144,1.5006,Wednesday,1.5127
2013-05-28,1.5109,1.5132,1.5025,Tuesday,1.5034
2013-05-27,1.5128,1.5133,1.5127,Monday,1.5132
2013-05-24,1.5108,1.5142,1.5062,Friday,1.5126
2013-05-23,1.5044,1.5128,1.5012,Thursday,1.5106
2013-05-22,1.515,1.5173,1.5018,Wednesday,1.5043
2013-05-21,1.5258,1.5277,1.5111,Tuesday,1.5151
2013-05-20,1.5188,1.528,1.5165,Monday,1.5257
2013-05-17,1.5274,1.5281,1.5156,Friday,1.5168
2013-05-16,1.5227,1.5322,1.5196,Thursday,1.5273
2013-05-15,1.5218,1.5271,1.5173,Wednesday,1.5226
2013-05-14,1.5301,1.533,1.5205,Tuesday,1.5218
2013-05-13,1.5355,1.5384,1.5276,Monday,1.5301
2013-05-10,1.5448,1.5457,1.5312,Friday,1.5361
2013-05-09,1.5539,1.5587,1.5424,Thursday,1.5448
2013-05-08,1.5482,1.5591,1.5467,Wednesday,1.5542
2013-05-07,1.554,1.5551,1.5445,Tuesday,1.5482
2013-05-06,1.5566,1.5598,1.552,Monday,1.554
2013-05-03,1.5533,1.5601,1.5477,Friday,1.5568
2013-05-02,1.5554,1.559,1.5494,Thursday,1.5531
2013-05-01,1.5533,1.5606,1.5523,Wednesday,1.5555
2013-04-30,1.5492,1.5565,1.5467,Tuesday,1.5537
2013-04-29,1.5481,1.5546,1.5475,Monday,1.5492
2013-04-26,1.5434,1.5498,1.5417,Friday,1.545
2013-04-25,1.5266,1.548,1.5261,Thursday,1.5433
2013-04-24,1.5235,1.5287,1.5224,Wednesday,1.5265
2013-04-23,1.5287,1.5298,1.5195,Tuesday,1.5236
2013-04-22,1.5217,1.5295,1.521,Monday,1.5285
2013-04-19,1.528,1.5368,1.5222,Friday,1.5229
2013-04-18,1.5241,1.5311,1.5214,Thursday,1.5281
2013-04-17,1.5365,1.5369,1.5216,Wednesday,1.5242
2013-04-16,1.5292,1.5378,1.527,Tuesday,1.5365
2013-04-15,1.5336,1.5383,1.527,Monday,1.529
2013-04-12,1.5382,1.5409,1.5335,Friday,1.5338
2013-04-11,1.5326,1.5411,1.5315,Thursday,1.5384
2013-04-10,1.5319,1.5343,1.5292,Wednesday,1.5327
2013-04-09,1.5264,1.5341,1.5248,Tuesday,1.532
2013-04-08,1.5329,1.5351,1.5238,Monday,1.5264
2013-04-05,1.5231,1.5363,1.5197,Friday,1.5335
2013-04-04,1.5131,1.5245,1.5031,Thursday,1.5229
2013-04-03,1.5104,1.5158,1.5074,Wednesday,1.5131
2013-04-02,1.5225,1.5258,1.5096,Tuesday,1.5103
2013-04-01,1.5196,1.5242,1.5175,Monday,1.5226
2013-03-29,1.519,1.5219,1.5175,Friday,1.5211
2013-03-28,1.5128,1.52,1.5111,Thursday,1.5188
2013-03-27,1.5158,1.5181,1.5092,Wednesday,1.5126
2013-03-26,1.517,1.5207,1.5134,Tuesday,1.5156
2013-03-25,1.523,1.526,1.5142,Monday,1.5171
2013-03-22,1.517,1.5246,1.5164,Friday,1.5229
2013-03-21,1.5102,1.5209,1.5085,Thursday,1.5169
2013-03-20,1.5092,1.5186,1.5024,Wednesday,1.5101
2013-03-19,1.5106,1.5144,1.5072,Tuesday,1.509
2013-03-18,1.5084,1.5143,1.5072,Monday,1.5107
2013-03-15,1.5083,1.5177,1.5067,Friday,1.5114
2013-03-14,1.492,1.5118,1.4914,Thursday,1.5084
2013-03-13,1.4898,1.4981,1.4892,Wednesday,1.4918
2013-03-12,1.4916,1.4919,1.483,Tuesday,1.4896
2013-03-11,1.4916,1.4943,1.4864,Monday,1.4915
2013-03-08,1.5012,1.5047,1.4884,Friday,1.4915
2013-03-07,1.5016,1.5082,1.4965,Thursday,1.5013
2013-03-06,1.5124,1.5154,1.5014,Wednesday,1.5017
2013-03-05,1.5113,1.5199,1.5093,Tuesday,1.5125
2013-03-04,1.504,1.5117,1.4998,Monday,1.511
2013-03-01,1.5161,1.5185,1.4984,Friday,1.5038
2013-02-28,1.5156,1.5222,1.5147,Thursday,1.5163
2013-02-27,1.5123,1.5188,1.5079,Wednesday,1.5156
2013-02-26,1.5159,1.5219,1.5111,Tuesday,1.5125
2013-02-25,1.5075,1.5199,1.5069,Monday,1.5158
2013-02-22,1.5251,1.532,1.5161,Friday,1.5163
2013-02-21,1.5232,1.5273,1.5131,Thursday,1.525
2013-02-20,1.5424,1.5451,1.5191,Wednesday,1.5232
2013-02-19,1.5462,1.5504,1.5413,Tuesday,1.5424
2013-02-18,1.5503,1.5508,1.5437,Monday,1.5463
2013-02-15,1.5493,1.555,1.546,Friday,1.5514
2013-02-14,1.5539,1.5542,1.5472,Thursday,1.5492
2013-02-13,1.5661,1.5689,1.5521,Wednesday,1.554
2013-02-12,1.5656,1.5671,1.5572,Tuesday,1.5659
2013-02-11,1.5799,1.581,1.565,Monday,1.5658
2013-02-08,1.5715,1.5844,1.5703,Friday,1.5792
2013-02-07,1.5656,1.5768,1.5642,Thursday,1.5709
2013-02-06,1.5656,1.5678,1.5629,Wednesday,1.5657
2013-02-05,1.5761,1.5804,1.5629,Tuesday,1.5658
2013-02-04,1.5691,1.5772,1.5684,Monday,1.5761
2013-02-01,1.5854,1.5878,1.5689,Friday,1.5697
2013-01-31,1.5797,1.5875,1.5774,Thursday,1.5855
2013-01-30,1.5761,1.5816,1.5723,Wednesday,1.5799
2013-01-29,1.5693,1.5773,1.5681,Tuesday,1.5763
2013-01-28,1.5758,1.5783,1.5673,Monday,1.5691
2013-01-25,1.5789,1.5827,1.5745,Friday,1.5794
2013-01-24,1.5843,1.5851,1.5754,Thursday,1.5787
