Open,High,Low,Weekday,Close
1.7745,1.7813,1.7709,Thursday,1.7806
1.7871,1.7895,1.7803,Tuesday,1.7843
1.3343,1.3422,1.3264,Monday,1.3285
1.5486,1.5645,1.545,Tuesday,1.5581
1.6193,1.6209,1.6136,Wednesday,1.6167
1.9918,2.0115,1.9893,Thursday,2.0103
1.8168,1.8225,1.8074,Wednesday,1.8118
1.3007,1.3079,1.2978,Friday,1.2998
1.6663,1.6738,1.6655,Wednesday,1.6721
1.3747,1.3889,1.3656,Wednesday,1.3869
1.5658,1.5795,1.5628,Tuesday,1.5787
1.5562,1.5597,1.5501,Wednesday,1.5509
1.525,1.5381,1.5209,Wednesday,1.5314
1.5193,1.5193,1.458,Friday,1.4601
1.3908,1.3989,1.3855,Thursday,1.3955
1.3475,1.3479,1.3389,Monday,1.3432
1.1432,1.1461,1.1355,Tuesday,1.1378
1.9612,1.9633,1.9482,Friday,1.9564
1.2751,1.2844,1.2751,Tuesday,1.2812
1.8688,1.8752,1.8631,Thursday,1.8715
1.5034,1.5144,1.5006,Wednesday,1.5127
1.1328,1.1366,1.115,Friday,1.1178
1.6154,1.6164,1.603,Monday,1.6045
1.2269,1.2297,1.2198,Wednesday,1.2221
1.8878,1.8931,1.8782,Friday,1.8881
1.6111,1.6178,1.6101,Friday,1.6168
1.2904,1.2977,1.2803,Wednesday,1.2813
1.5933,1.6034,1.5921,Friday,1.6024
1.1493,1.159,1.1478,Wednesday,1.154
1.3923,1.3977,1.3857,Tuesday,1.3952
1.8579,1.8665,1.854,Friday,1.8628
1.4615,1.4642,1.4584,Monday,1.4628
1.5957,1.5969,1.5839,Friday,1.5854
1.2906,1.2917,1.2864,Thursday,1.2899
1.8806,1.8847,1.874,Wednesday,1.881
1.4921,1.5077,1.4853,Friday,1.5061
1.9927,1.994,1.9887,Thursday,1.9924
1.7531,1.7747,1.7527,Monday,1.7701
1.5351,1.5386,1.5259,Thursday,1.5321
1.8663,1.886,1.8607,Friday,1.8834
1.4497,1.4549,1.444,Monday,1.4482
1.4115,1.4193,1.41,Thursday,1.4189
1.7163,1.7165,1.7109,Thursday,1.715
2.0229,2.0267,2.0155,Friday,2.0232
1.4109,1.4218,1.4104,Wednesday,1.4196
1.2824,1.2888,1.2789,Tuesday,1.2806
1.6001,1.6087,1.5979,Wednesday,1.6077
1.073,1.0916,1.0538,Wednesday,1.0882
1.2414,1.2464,1.2388,Thursday,1.2421
1.9921,1.9942,1.9746,Thursday,1.978
1.2739,1.2773,1.2437,Wednesday,1.2472
1.2628,1.264,1.2579,Thursday,1.2611
1.4209,1.4317,1.4116,Thursday,1.4286
1.3911,1.3958,1.3883,Wednesday,1.3886
1.762,1.7839,1.756,Friday,1.7716
1.3411,1.3473,1.3403,Tuesday,1.3427
1.2925,1.2934,1.2853,Monday,1.2873
1.5444,1.5489,1.5342,Monday,1.5392
1.2489,1.2506,1.2396,Thursday,1.2408
1.6108,1.6276,1.6069,Monday,1.6255
1.6059,1.6139,1.6052,Monday,1.6088
1.3804,1.3878,1.3766,Monday,1.3843
1.972,1.9789,1.9699,Friday,1.9752
1.236,1.2364,1.2088,Tuesday,1.2241
1.2875,1.293,1.2844,Wednesday,1.2908
1.2812,1.2823,1.2767,Friday,1.2773
1.6091,1.6131,1.6083,Tuesday,1.6096
1.6275,1.6305,1.6231,Friday,1.6267
1.4573,1.4591,1.4451,Friday,1.4501
1.2771,1.3035,1.2763,Thursday,1.2997
1.2423,1.2469,1.2358,Wednesday,1.2424
1.6098,1.6151,1.607,Friday,1.613
1.3528,1.3597,1.3524,Friday,1.3586
1.2405,1.2438,1.2282,Monday,1.2335
1.8822,1.8996,1.8817,Monday,1.8925
1.2748,1.2806,1.2686,Friday,1.2745
1.2171,1.219,1.2104,Tuesday,1.2172
1.5808,1.5895,1.5718,Tuesday,1.5804
1.8846,1.8854,1.869,Thursday,1.8752
1.2345,1.2367,1.2325,Wednesday,1.2332
1.5524,1.5581,1.5469,Monday,1.5472
1.253,1.2555,1.2475,Friday,1.2499
1.8295,1.836,1.8257,Tuesday,1.8275
1.3837,1.3888,1.3824,Friday,1.3831
1.9959,1.9973,1.9773,Wednesday,1.9788
1.8544,1.8612,1.8536,Thursday,1.8591
1.9707,1.9826,1.9665,Tuesday,1.9727
1.2537,1.2582,1.2488,Thursday,1.2497
1.4151,1.4172,1.411,Monday,1.4155
1.3765,1.3769,1.3653,Monday,1.3674
1.5313,1.5345,1.5201,Thursday,1.5257
1.634,1.6474,1.6209,Tuesday,1.6451
1.2598,1.2617,1.2456,Wednesday,1.2484
1.5814,1.5906,1.5804,Friday,1.5868
1.5831,1.5885,1.5772,Monday,1.5856
1.3486,1.3519,1.3434,Tuesday,1.3501
1.4538,1.4601,1.4497,Wednesday,1.451
1.4436,1.4663,1.4365,Monday,1.4536
1.8086,1.8206,1.8079,Thursday,1.816
1.5462,1.5506,1.5433,Tuesday,1.5444
1.3248,1.3299,1.3042,Thursday,1.3054
1.518,1.5344,1.5165,Thursday,1.5333
1.6336,1.6339,1.6278,Thursday,1.6317
1.3412,1.3549,1.3407,Thursday,1.3513
1.3035,1.3045,1.2959,Monday,1.2989
1.9085,1.9105,1.9033,Thursday,1.9084
1.3807,1.3854,1.379,Wednesday,1.3841
1.2387,1.2404,1.2334,Friday,1.2394
1.4283,1.4466,1.4234,Wednesday,1.4454
1.6355,1.6379,1.6322,Tuesday,1.6361
1.828,1.8315,1.8219,Friday,1.8249
1.3856,1.3899,1.3803,Thursday,1.3822
1.5631,1.5764,1.5584,Monday,1.5734
1.5359,1.5449,1.5332,Tuesday,1.5377
1.68,1.6818,1.6784,Monday,1.6793
1.6505,1.6648,1.6474,Monday,1.6605
1.7427,1.747,1.7374,Monday,1.7439
1.4822,1.4972,1.4813,Wednesday,1.4876
1.7949,1.7977,1.7886,Friday,1.7962
1.5161,1.5185,1.4984,Friday,1.5038
1.3073,1.3108,1.3044,Wednesday,1.3065
1.2558,1.2563,1.2401,Thursday,1.2428
1.2938,1.3018,1.2849,Monday,1.2991
1.2836,1.2839,1.2695,Monday,1.2742
1.6785,1.6815,1.6757,Tuesday,1.6809
1.9633,1.9672,1.9592,Tuesday,1.9621
1.2699,1.2706,1.263,Monday,1.2646
1.5499,1.5509,1.5368,Tuesday,1.5404
1.9471,1.9536,1.9419,Thursday,1.9432
1.282,1.2837,1.2722,Friday,1.2765
1.5116,1.5218,1.5088,Tuesday,1.5169
1.7439,1.7448,1.7362,Monday,1.7409
1.596,1.6018,1.5929,Monday,1.597
1.8356,1.8427,1.8317,Friday,1.8389
1.6339,1.643,1.6303,Friday,1.6337
1.8969,1.9136,1.8948,Tuesday,1.9117
1.3055,1.3137,1.2976,Friday,1.3043
1.9566,1.9651,1.9537,Friday,1.9632
1.5128,1.5133,1.5127,Monday,1.5132
1.418,1.4247,1.4144,Thursday,1.4229
1.6181,1.6249,1.6114,Thursday,1.6149
1.5316,1.5427,1.5264,Thursday,1.5382
2.0425,2.0523,2.041,Friday,2.0515
1.3836,1.3924,1.383,Tuesday,1.3886
1.22,1.2296,1.2182,Tuesday,1.2249
1.5758,1.5775,1.5651,Monday,1.5713
1.9666,1.9746,1.9637,Friday,1.966
1.2779,1.279,1.2709,Friday,1.2729
1.6359,1.6412,1.6305,Tuesday,1.639
1.2472,1.252,1.2468,Monday,1.2491
1.7551,1.7562,1.7449,Tuesday,1.7477
1.3761,1.3844,1.3729,Friday,1.3826
1.2266,1.2444,1.2247,Tuesday,1.2362
1.2801,1.2803,1.2634,Friday,1.2738
1.4716,1.4725,1.4636,Tuesday,1.4674
1.2238,1.2327,1.2163,Monday,1.2194
1.3837,1.3895,1.3832,Friday,1.3876
1.6047,1.6089,1.6002,Monday,1.6039
1.3925,1.4018,1.3902,Tuesday,1.3949
1.207,1.2194,1.2055,Thursday,1.2121
1.6416,1.6438,1.631,Wednesday,1.6329
1.6809,1.6845,1.6715,Wednesday,1.6743
1.7738,1.7799,1.7637,Friday,1.7675
1.4056,1.4078,1.4004,Thursday,1.4046
1.9525,1.9542,1.9453,Tuesday,1.9477
1.4034,1.406,1.4008,Friday,1.401
1.3748,1.3758,1.3628,Thursday,1.3632
1.5797,1.5897,1.5715,Monday,1.586
1.7923,1.7924,1.7752,Thursday,1.7779
2.0361,2.0473,2.0348,Tuesday,2.0467
1.6943,1.6955,1.6889,Wednesday,1.6912
1.9833,1.9889,1.9825,Tuesday,1.9887
1.9752,1.9822,1.9683,Friday,1.9821
1.9627,1.9706,1.9608,Friday,1.9685
1.3113,1.3175,1.3019,Friday,1.3068
1.3701,1.3777,1.3667,Monday,1.3738
1.75,1.7656,1.7263,Wednesday,1.7274
1.3778,1.3809,1.376,Thursday,1.3783
1.9745,1.9893,1.9717,Wednesday,1.9866
1.8379,1.8468,1.8336,Friday,1.8428
1.5909,1.5984,1.5906,Thursday,1.5957
1.5436,1.5462,1.5397,Friday,1.5426
1.7637,1.7639,1.7525,Thursday,1.7594
1.5627,1.5734,1.5583,Friday,1.5668
1.6505,1.6545,1.6392,Monday,1.6413
1.6129,1.6175,1.6117,Thursday,1.6123
1.2573,1.2624,1.2256,Friday,1.2274
1.3634,1.3641,1.36,Friday,1.362
1.6264,1.6413,1.6238,Thursday,1.633
1.4225,1.4323,1.4113,Monday,1.4197
1.5037,1.5099,1.4956,Wednesday,1.4979
1.5794,1.5826,1.5712,Thursday,1.572
1.3282,1.334,1.3239,Monday,1.3277
1.2956,1.2978,1.2702,Thursday,1.28
1.5444,1.5485,1.5348,Monday,1.5357
1.8935,1.9057,1.888,Monday,1.9039
1.5356,1.5476,1.5336,Thursday,1.5435
1.9396,1.9421,1.9316,Wednesday,1.9319
1.4074,1.4137,1.3965,Tuesday,1.4039
1.8471,1.8488,1.8382,Monday,1.8418
1.7881,1.7905,1.7711,Wednesday,1.7855
1.2605,1.2664,1.2565,Friday,1.262
1.4102,1.42,1.4081,Friday,1.4155
1.5574,1.5711,1.5555,Tuesday,1.5667
1.5402,1.5449,1.5258,Friday,1.5364
1.6532,1.6566,1.6481,Thursday,1.6508
1.9611,1.969,1.9555,Wednesday,1.9676
1.2923,1.2945,1.2851,Thursday,1.2941
1.9768,1.9789,1.9733,Thursday,1.9746
1.6403,1.6435,1.6373,Tuesday,1.64
1.5382,1.5409,1.5335,Friday,1.5338
1.2155,1.2172,1.2103,Monday,1.2124
1.2631,1.2745,1.2627,Monday,1.2729
1.9027,1.9209,1.8997,Tuesday,1.9172
1.2983,1.2991,1.2865,Wednesday,1.2886
1.5342,1.5409,1.5234,Friday,1.5311
1.7584,1.7619,1.75,Tuesday,1.756
1.3299,1.3336,1.3238,Friday,1.327
1.9886,1.9947,1.987,Wednesday,1.9931
1.2856,1.2905,1.2806,Tuesday,1.2863
2.0502,2.0683,2.0454,Tuesday,2.0668
1.281,1.2881,1.2797,Friday,1.2839
1.3339,1.3363,1.3285,Monday,1.3313
1.9934,1.9961,1.977,Thursday,1.9798
1.2932,1.2934,1.2774,Friday,1.2799
1.9813,1.9845,1.9716,Tuesday,1.9746
1.9062,1.9109,1.8971,Wednesday,1.9047
1.603,1.6065,1.5987,Friday,1.6005
1.6578,1.6646,1.6554,Thursday,1.6602
1.6137,1.6141,1.6029,Tuesday,1.6046
1.3172,1.3217,1.3146,Wednesday,1.3172
1.3324,1.338,1.3291,Tuesday,1.3358
1.6756,1.6789,1.6601,Tuesday,1.6741
1.6788,1.6835,1.6783,Friday,1.6815
1.2264,1.2345,1.2232,Thursday,1.2318
1.3006,1.3041,1.294,Monday,1.295
1.2946,1.2951,1.2897,Thursday,1.2905
1.2883,1.2912,1.2817,Thursday,1.282
1.3698,1.3781,1.3678,Friday,1.376
1.2518,1.2518,1.2438,Tuesday,1.246
1.2664,1.2684,1.2603,Thursday,1.2662
1.9692,1.9699,1.9613,Monday,1.9671
1.5434,1.5498,1.5417,Friday,1.545
1.5186,1.5219,1.5129,Wednesday,1.5146
1.7435,1.7438,1.7307,Friday,1.7381
1.2689,1.2739,1.2683,Tuesday,1.2711
1.5882,1.591,1.5857,Tuesday,1.5875
1.4387,1.441,1.4327,Wednesday,1.4335
1.608,1.6111,1.6011,Thursday,1.6092
1.828,1.8308,1.815,Thursday,1.8271
1.2165,1.2191,1.2119,Wednesday,1.2142
1.6377,1.6426,1.6309,Monday,1.6343
1.5628,1.5677,1.5561,Wednesday,1.5564
1.6645,1.6652,1.6596,Tuesday,1.6615
1.3044,1.3054,1.2996,Monday,1.3003
1.2148,1.2188,1.21,Monday,1.2156
1.2054,1.2078,1.1872,Thursday,1.1906
1.5629,1.5671,1.5609,Monday,1.5646
1.5198,1.5241,1.5155,Monday,1.5164
1.5211,1.5276,1.5194,Tuesday,1.5254
1.9233,1.9289,1.9155,Friday,1.9213
1.4826,1.49,1.4817,Wednesday,1.487
1.523,1.5247,1.4784,Monday,1.4988
1.9986,2.0273,1.9953,Tuesday,2.0076
1.6702,1.6728,1.6468,Thursday,1.6519
1.1715,1.1855,1.1644,Friday,1.1837
1.9119,1.9131,1.9038,Wednesday,1.9077
1.4667,1.477,1.4528,Tuesday,1.4543
1.5494,1.5525,1.5374,Friday,1.5423
1.8499,1.8522,1.8363,Monday,1.8419
1.3559,1.3593,1.3483,Tuesday,1.3545
1.5656,1.567,1.5446,Tuesday,1.5511
1.3652,1.3746,1.3646,Thursday,1.373
1.2666,1.2715,1.264,Tuesday,1.2699
1.6101,1.6299,1.6082,Thursday,1.6269
2.0449,2.0549,2.0354,Friday,2.0545
1.249,1.2523,1.2418,Wednesday,1.2511
1.6022,1.6046,1.5973,Tuesday,1.6001
1.2298,1.2413,1.2264,Thursday,1.2336
1.8928,1.897,1.8858,Thursday,1.8875
1.507,1.5096,1.4985,Friday,1.5067
1.1885,1.1967,1.1826,Wednesday,1.1891
1.5557,1.5579,1.5529,Thursday,1.5562
1.408,1.4088,1.3992,Friday,1.3997
1.2337,1.2357,1.2274,Friday,1.2332
1.5599,1.5654,1.5539,Tuesday,1.5645
2.0372,2.0388,2.0258,Tuesday,2.037
1.2275,1.2307,1.2199,Tuesday,1.2238
1.5701,1.5846,1.5696,Wednesday,1.5768
1.6075,1.6121,1.6066,Tuesday,1.6112
1.5258,1.5277,1.5111,Tuesday,1.5151
1.644,1.6446,1.6344,Wednesday,1.6393
1.9742,1.977,1.9695,Friday,1.9737
1.5587,1.5662,1.5576,Thursday,1.5611
1.3421,1.3448,1.33,Friday,1.3317
1.4447,1.4488,1.4392,Wednesday,1.4438
1.3526,1.3599,1.352,Wednesday,1.3554
2.0709,2.0754,2.0641,Tuesday,2.0688
1.6382,1.646,1.6367,Tuesday,1.6437
1.7805,1.7819,1.774,Monday,1.7791
1.6131,1.6154,1.603,Monday,1.6074
1.2356,1.238,1.2274,Friday,1.2337
1.5667,1.5769,1.5632,Wednesday,1.5742
1.2728,1.2814,1.2683,Tuesday,1.2702
1.5623,1.5877,1.5537,Friday,1.5641
1.5874,1.591,1.5803,Monday,1.5823
1.3018,1.3091,1.3004,Monday,1.3037
1.2355,1.2371,1.231,Wednesday,1.2329
1.2718,1.2729,1.2591,Thursday,1.2604
1.5391,1.5419,1.5304,Friday,1.531
1.2963,1.2999,1.2924,Wednesday,1.2969
1.6231,1.6255,1.6123,Wednesday,1.6164
1.6365,1.6437,1.6283,Friday,1.6426
1.9666,1.968,1.96,Wednesday,1.9614
1.9887,1.9975,1.9759,Thursday,1.9958
1.6027,1.6097,1.6018,Friday,1.6085
1.3239,1.3246,1.3171,Monday,1.3206
1.2129,1.2273,1.2106,Thursday,1.225
1.2366,1.2387,1.2308,Thursday,1.2319
1.4033,1.4078,1.4024,Monday,1.4049
1.5237,1.5251,1.5128,Wednesday,1.5196
1.1792,1.1865,1.1782,Thursday,1.1836
1.3258,1.3375,1.324,Thursday,1.3323
1.2055,1.2311,1.2049,Thursday,1.2245
1.6626,1.6677,1.6586,Monday,1.6653
1.3223,1.3234,1.3105,Wednesday,1.3119
1.1467,1.1566,1.1434,Tuesday,1.1484
1.5715,1.5844,1.5703,Friday,1.5792
1.4114,1.4178,1.4072,Thursday,1.4175
1.8589,1.8636,1.8533,Friday,1.8554
1.5234,1.5267,1.5197,Monday,1.5211
1.975,1.9842,1.9706,Thursday,1.9715
1.5583,1.5608,1.5483,Tuesday,1.5515
1.3933,1.3996,1.3914,Thursday,1.3987
1.7948,1.8035,1.7936,Tuesday,1.7972
1.5667,1.5682,1.5601,Friday,1.5628
1.8002,1.8082,1.7975,Thursday,1.802
1.5985,1.6043,1.5908,Tuesday,1.5995
1.6713,1.6738,1.6656,Tuesday,1.6682
1.9857,2.0066,1.9848,Tuesday,2.0059
1.2835,1.2903,1.2822,Tuesday,1.2859
1.9847,1.9964,1.9781,Monday,1.9907
1.5886,1.5925,1.5816,Thursday,1.5888
1.9677,1.9726,1.9611,Thursday,1.9647
1.6064,1.6067,1.5934,Thursday,1.6018
1.9219,1.9293,1.916,Friday,1.9258
1.3715,1.3749,1.368,Monday,1.374
1.6394,1.6474,1.6236,Monday,1.6306
1.7751,1.7859,1.7562,Thursday,1.7594
1.5413,1.552,1.5405,Monday,1.5481
1.5321,1.5342,1.5235,Friday,1.5293
1.6718,1.6987,1.6696,Monday,1.6932
1.307,1.3157,1.3032,Monday,1.3133
1.3401,1.3433,1.3357,Thursday,1.337
1.2437,1.2498,1.2421,Wednesday,1.2486
1.5059,1.5137,1.5048,Monday,1.5119
1.6218,1.6327,1.6201,Monday,1.63
1.6002,1.601,1.5946,Friday,1.599
1.2724,1.2781,1.2689,Thursday,1.2746
1.3717,1.3736,1.3656,Friday,1.367
1.3617,1.3751,1.361,Thursday,1.3718
1.5994,1.6042,1.5953,Wednesday,1.5986
1.8236,1.8414,1.8204,Monday,1.8236
1.7084,1.7188,1.7059,Tuesday,1.7141
1.4876,1.4886,1.4681,Thursday,1.4711
1.4432,1.4442,1.4328,Wednesday,1.4373
1.5717,1.5765,1.5572,Wednesday,1.5594
1.9606,1.9643,1.9464,Wednesday,1.9556
1.602,1.6025,1.5961,Wednesday,1.6015
1.3477,1.352,1.3354,Friday,1.3385
1.2896,1.3047,1.2875,Thursday,1.2885
1.3736,1.3812,1.373,Friday,1.3786
1.8276,1.838,1.8272,Friday,1.8365
1.5786,1.5798,1.5611,Monday,1.5638
1.2742,1.2772,1.2568,Tuesday,1.2571
1.8233,1.8257,1.8142,Wednesday,1.824
1.2424,1.2495,1.2397,Wednesday,1.2484
1.5422,1.5664,1.542,Friday,1.5608
1.5802,1.5839,1.5728,Monday,1.5824
1.4848,1.4922,1.4792,Friday,1.4876
1.5424,1.5476,1.5387,Wednesday,1.5404
1.3036,1.3053,1.3009,Wednesday,1.3024
1.636,1.6397,1.626,Thursday,1.6279
1.3045,1.3083,1.3023,Thursday,1.3076
1.6321,1.6417,1.631,Friday,1.6409
1.4608,1.4685,1.4475,Thursday,1.4636
1.6026,1.6056,1.6008,Tuesday,1.6023
1.9608,1.9695,1.9599,Tuesday,1.9627
1.5893,1.5928,1.5795,Wednesday,1.5814
1.7038,1.7059,1.7003,Friday,1.701
1.7166,1.7247,1.7137,Monday,1.7181
1.9991,2.0042,1.9975,Thursday,2.0028
1.5439,1.5614,1.5392,Monday,1.5575
1.6267,1.633,1.6184,Monday,1.6282
1.4941,1.5159,1.4903,Thursday,1.5137
1.9735,1.9751,1.9482,Wednesday,1.9511
1.2908,1.297,1.2889,Thursday,1.2928
1.2967,1.3044,1.2936,Tuesday,1.2982
1.7683,1.7858,1.7663,Tuesday,1.7793
1.8901,1.8912,1.8801,Monday,1.8856
1.3939,1.3987,1.3916,Tuesday,1.398
1.2739,1.2756,1.2721,Tuesday,1.2739
1.5188,1.528,1.5165,Monday,1.5257
1.3551,1.3565,1.3438,Monday,1.3487
1.2785,1.2846,1.2772,Tuesday,1.2833
1.2578,1.2597,1.2471,Monday,1.2488
1.5382,1.541,1.5328,Monday,1.5339
1.1161,1.1382,1.1142,Friday,1.1372
1.9853,1.9872,1.9756,Wednesday,1.9768
2.0072,2.0191,2.0024,Thursday,2.0061
1.9106,1.9152,1.8997,Monday,1.9011
1.3406,1.3418,1.3315,Thursday,1.3345
1.5521,1.5568,1.5478,Monday,1.5512
1.2321,1.2395,1.231,Friday,1.2344
1.2309,1.2402,1.2256,Tuesday,1.2393
1.2429,1.2707,1.2407,Friday,1.2642
1.6047,1.6097,1.6016,Friday,1.607
1.9838,1.9844,1.9753,Monday,1.9773
1.8887,1.8931,1.8852,Thursday,1.888
1.7149,1.7198,1.6652,Tuesday,1.6688
1.51,1.5164,1.5046,Tuesday,1.5146
1.2511,1.2628,1.2452,Monday,1.2625
1.2418,1.25,1.2394,Wednesday,1.2438
1.5239,1.5415,1.5206,Thursday,1.5379
1.7571,1.7576,1.7509,Friday,1.7569
1.6478,1.6568,1.6426,Thursday,1.6445
2.0496,2.0551,2.0451,Thursday,2.0513
1.5884,1.5917,1.5752,Tuesday,1.5804
1.5516,1.5573,1.5496,Tuesday,1.556
1.6086,1.6122,1.6027,Tuesday,1.6082
2.0355,2.0437,2.0318,Monday,2.0428
1.4725,1.5058,1.4703,Friday,1.4915
1.5884,1.5963,1.5858,Tuesday,1.5946
1.5659,1.569,1.5457,Friday,1.5489
1.3535,1.3564,1.3505,Tuesday,1.3542
1.3202,1.3214,1.3155,Thursday,1.3183
1.7934,1.8114,1.7931,Thursday,1.811
1.6492,1.6556,1.6391,Tuesday,1.6421
1.2493,1.2512,1.2435,Tuesday,1.2469
1.9741,1.9765,1.9598,Monday,1.9657
1.8725,1.8798,1.872,Wednesday,1.8778
1.4155,1.4171,1.4004,Wednesday,1.4126
1.3996,1.4025,1.393,Tuesday,1.3996
1.6004,1.6083,1.5976,Wednesday,1.6076
1.6118,1.6142,1.5899,Tuesday,1.6124
1.5539,1.5587,1.5424,Thursday,1.5448
1.8495,1.8509,1.8326,Monday,1.8375
1.2803,1.2837,1.2772,Thursday,1.2803
1.6661,1.6695,1.6522,Monday,1.6577
1.2528,1.2538,1.2455,Friday,1.2486
1.8294,1.8294,1.8209,Monday,1.8228
2.034,2.0402,2.0324,Monday,2.036
1.6491,1.6667,1.6486,Thursday,1.6567
1.2543,1.2674,1.2524,Friday,1.2596
1.6263,1.6271,1.6218,Friday,1.6264
1.4167,1.429,1.4129,Monday,1.4271
1.3637,1.3711,1.3615,Thursday,1.3686
1.6826,1.6872,1.6756,Wednesday,1.6765
1.9605,1.9663,1.9498,Friday,1.9519
1.3794,1.3804,1.3666,Friday,1.3681
1.3214,1.3257,1.3188,Tuesday,1.3231
1.9627,1.9737,1.9613,Thursday,1.9686
1.9469,1.9522,1.9402,Tuesday,1.9468
1.2402,1.243,1.2343,Thursday,1.2409
1.7954,1.7991,1.7841,Tuesday,1.7907
1.9016,1.9077,1.899,Thursday,1.9029
1.6407,1.657,1.6405,Friday,1.6478
1.6372,1.6385,1.6214,Wednesday,1.6238
1.7559,1.7706,1.7482,Friday,1.7699
1.5003,1.5104,1.4984,Monday,1.5082
1.5679,1.5701,1.5603,Thursday,1.5688
1.2464,1.2536,1.2452,Monday,1.2512
1.3813,1.3889,1.3786,Friday,1.3847
1.611,1.6194,1.6062,Tuesday,1.6161
1.326,1.3298,1.3243,Friday,1.3275
1.5655,1.5717,1.5624,Tuesday,1.5671
1.6824,1.6897,1.6806,Wednesday,1.6873
1.5558,1.5645,1.5555,Wednesday,1.5621
1.9731,1.9762,1.9604,Tuesday,1.964
1.295,1.2976,1.292,Friday,1.2937
1.3594,1.3637,1.3567,Tuesday,1.3586
1.5588,1.565,1.5565,Friday,1.5634
1.6123,1.6171,1.6106,Wednesday,1.6135
1.557,1.5639,1.5508,Tuesday,1.5597
1.3244,1.3287,1.3153,Tuesday,1.3191
1.7464,1.7538,1.7423,Tuesday,1.7424
1.4828,1.497,1.4809,Thursday,1.4929
1.6104,1.62,1.6072,Thursday,1.6198
1.6687,1.6717,1.6138,Wednesday,1.6215
1.5122,1.5156,1.5049,Tuesday,1.5084
1.301,1.303,1.2889,Thursday,1.2905
1.8659,1.8825,1.8623,Wednesday,1.8707
1.5918,1.5969,1.5779,Tuesday,1.5925
1.3554,1.361,1.3511,Friday,1.3558
1.2501,1.2514,1.2432,Wednesday,1.2461
2.0369,2.0473,2.0366,Wednesday,2.0419
1.5577,1.5591,1.5482,Tuesday,1.5543
1.3076,1.3108,1.2979,Tuesday,1.307
1.3545,1.3607,1.3497,Wednesday,1.3549
1.3419,1.3473,1.3371,Thursday,1.3421
1.5682,1.5734,1.5587,Wednesday,1.5608
1.3191,1.3222,1.3158,Monday,1.3175
1.2748,1.2818,1.2721,Wednesday,1.2755
1.2469,1.2498,1.2374,Monday,1.2395
1.8696,1.8857,1.8667,Friday,1.8843
1.3003,1.3089,1.2997,Tuesday,1.3035
1.5705,1.5708,1.5592,Friday,1.5665
1.2332,1.2418,1.2264,Thursday,1.2373
1.7957,1.8064,1.79,Tuesday,1.802
1.5675,1.5702,1.5659,Wednesday,1.5679
1.3074,1.3083,1.2956,Thursday,1.3014
1.5092,1.5186,1.5024,Wednesday,1.5101
1.7522,1.7534,1.7503,Friday,1.7509
1.5515,1.5596,1.5488,Monday,1.5559
1.3081,1.3133,1.2989,Thursday,1.3006
1.3406,1.3421,1.3383,Friday,1.3385
2.0302,2.0483,2.0302,Monday,2.046
1.2157,1.2209,1.2136,Tuesday,1.2165
1.4218,1.4322,1.4188,Monday,1.4261
1.9342,1.9432,1.9251,Monday,1.9324
1.3658,1.371,1.361,Tuesday,1.3665
1.6758,1.6761,1.6724,Monday,1.6746
1.3732,1.3751,1.3669,Friday,1.3706
1.7064,1.7094,1.7024,Wednesday,1.7039
1.4384,1.4459,1.4359,Wednesday,1.4372
1.4916,1.4919,1.483,Tuesday,1.4896
1.9324,1.9353,1.9272,Tuesday,1.9288
1.5257,1.5449,1.5252,Friday,1.5417
1.5801,1.584,1.5707,Thursday,1.5766
1.8211,1.8289,1.8164,Thursday,1.823
1.5711,1.575,1.565,Friday,1.5683
1.3276,1.3285,1.2983,Tuesday,1.2994
1.3092,1.316,1.3049,Tuesday,1.3097
1.671,1.675,1.6653,Monday,1.6664
1.5606,1.5703,1.5363,Tuesday,1.5379
1.4782,1.5081,1.4776,Thursday,1.503
1.2341,1.239,1.2249,Monday,1.2309
1.3758,1.3768,1.3687,Thursday,1.3698
1.2403,1.2484,1.2391,Friday,1.2444
1.5923,1.5923,1.5279,Monday,1.563
1.4149,1.4156,1.4006,Tuesday,1.4022
1.6112,1.6172,1.6093,Wednesday,1.6147
1.9893,1.9958,1.9837,Wednesday,1.9878
1.5621,1.5676,1.5571,Wednesday,1.5656
1.6484,1.6506,1.6352,Monday,1.6386
1.2806,1.2835,1.2755,Friday,1.2808
1.2502,1.2512,1.2438,Wednesday,1.2475
1.4464,1.4467,1.4362,Monday,1.437
1.6478,1.6516,1.639,Friday,1.6481
1.963,1.9636,1.9526,Wednesday,1.9538
1.1623,1.1646,1.1547,Thursday,1.1565
1.6087,1.6119,1.5903,Wednesday,1.5922
1.4855,1.5004,1.4718,Tuesday,1.4925
1.2702,1.2719,1.2623,Wednesday,1.2664
1.2219,1.2249,1.2183,Monday,1.222
1.9315,1.9358,1.9261,Wednesday,1.9327
1.2044,1.2109,1.2034,Wednesday,1.2071
1.5134,1.5172,1.5064,Wednesday,1.5104
1.8395,1.8498,1.8369,Monday,1.8436
1.737,1.7403,1.7303,Friday,1.7342
1.5093,1.5119,1.5009,Tuesday,1.5058
1.6163,1.6234,1.6105,Monday,1.6203
1.6354,1.6434,1.6241,Monday,1.6425
1.8647,1.872,1.8622,Monday,1.8622
1.2242,1.2262,1.2167,Friday,1.2186
1.5952,1.5987,1.577,Monday,1.588
2.0169,2.022,1.994,Monday,1.999
