Open,High,Low,Weekday,Close
1.6637,1.6665,1.6479,Friday,1.6484
1.5576,1.5587,1.555,Thursday,1.558
1.5606,1.5643,1.556,Thursday,1.5596
1.5384,1.5497,1.5368,Monday,1.5454
2.0318,2.0377,2.0281,Thursday,2.0373
1.5156,1.5214,1.5105,Wednesday,1.5123
1.3355,1.3382,1.3285,Friday,1.3308
1.9057,1.9107,1.9011,Thursday,1.9071
1.2495,1.2518,1.2299,Friday,1.2314
1.5954,1.5978,1.5914,Thursday,1.5971
1.5656,1.5768,1.5642,Thursday,1.5709
1.6198,1.6238,1.6033,Monday,1.6234
1.9018,1.9028,1.8948,Monday,1.8976
1.2091,1.2175,1.208,Friday,1.2144
1.5727,1.5746,1.569,Friday,1.5715
1.2853,1.2917,1.2839,Thursday,1.2901
1.9841,1.9929,1.981,Tuesday,1.9892
1.9776,1.9791,1.9623,Friday,1.9699
2.0204,2.0225,2.0109,Tuesday,2.0144
1.9011,1.9097,1.8959,Tuesday,1.9073
1.5778,1.5979,1.5758,Thursday,1.5938
1.3541,1.3562,1.3481,Wednesday,1.3506
1.3764,1.3781,1.3708,Wednesday,1.3739
1.973,1.9738,1.9618,Wednesday,1.9661
1.4517,1.4528,1.4348,Monday,1.4404
1.6034,1.6066,1.6005,Thursday,1.6039
1.5436,1.5495,1.5339,Tuesday,1.5474
1.5507,1.5516,1.539,Thursday,1.5431
1.9711,1.9727,1.9607,Wednesday,1.9664
1.5282,1.5375,1.5264,Monday,1.5354
2.0083,2.0095,1.9985,Thursday,2.0032
2.0061,2.0089,1.9882,Friday,1.994
1.5047,1.5061,1.4954,Tuesday,1.5009
1.2914,1.295,1.2787,Thursday,1.2838
1.5516,1.5566,1.5502,Wednesday,1.5555
1.9249,1.929,1.9142,Thursday,1.9256
2.0555,2.0602,2.0548,Monday,2.0592
1.5628,1.5698,1.5593,Tuesday,1.5668
1.9628,1.967,1.9566,Friday,1.9586
1.3812,1.3866,1.3798,Monday,1.382
1.8381,1.8488,1.8284,Wednesday,1.834
1.5462,1.5489,1.5431,Tuesday,1.5447
1.6151,1.6339,1.6119,Thursday,1.6314
1.9744,1.9775,1.97,Friday,1.9747
1.5462,1.5501,1.5272,Thursday,1.5433
1.2902,1.2976,1.2898,Thursday,1.2932
1.3887,1.3949,1.387,Thursday,1.3928
1.7121,1.7143,1.707,Monday,1.7083
1.2932,1.2996,1.2853,Thursday,1.2951
1.4256,1.4323,1.4234,Monday,1.4253
1.521,1.524,1.5157,Thursday,1.5228
1.5605,1.5628,1.5535,Monday,1.5565
1.3386,1.3432,1.333,Monday,1.334
1.2589,1.2606,1.2515,Friday,1.2546
1.1216,1.144,1.1213,Monday,1.1361
1.3055,1.312,1.3046,Wednesday,1.3088
1.6035,1.6174,1.6002,Wednesday,1.6098
1.1466,1.1481,1.1349,Friday,1.1419
1.6574,1.6612,1.6568,Thursday,1.6588
1.2538,1.2565,1.2505,Tuesday,1.2556
1.2747,1.2752,1.2606,Wednesday,1.2635
1.5995,1.6044,1.5895,Wednesday,1.5955
1.6075,1.6101,1.6031,Tuesday,1.6063
1.5123,1.5188,1.5079,Wednesday,1.5156
1.5738,1.5833,1.5722,Thursday,1.5828
1.5707,1.5769,1.5609,Thursday,1.5626
1.5968,1.6,1.594,Tuesday,1.5946
1.6046,1.6061,1.6001,Friday,1.6037
1.5081,1.5224,1.5055,Tuesday,1.5185
1.785,1.8012,1.7834,Tuesday,1.7963
1.6234,1.6389,1.6213,Monday,1.6374
1.2639,1.2675,1.2614,Thursday,1.2642
1.2468,1.259,1.2466,Wednesday,1.2566
1.5354,1.5387,1.5331,Tuesday,1.5348
1.1537,1.1561,1.1459,Thursday,1.1501
1.3585,1.3665,1.3574,Wednesday,1.3658
1.4888,1.4897,1.4695,Friday,1.474
1.8402,1.8446,1.8322,Tuesday,1.8351
1.6765,1.6804,1.6735,Thursday,1.6789
1.2345,1.2507,1.234,Monday,1.2487
1.5384,1.5437,1.5369,Thursday,1.5425
1.2395,1.2439,1.2329,Wednesday,1.2396
1.5583,1.5717,1.556,Tuesday,1.5658
1.714,1.7353,1.7137,Thursday,1.7314
1.2933,1.3015,1.2932,Thursday,1.301
1.6247,1.6267,1.6219,Tuesday,1.624
1.3323,1.3337,1.3283,Thursday,1.3308
1.2636,1.2666,1.2548,Monday,1.2556
1.2314,1.24,1.2235,Wednesday,1.2246
1.2153,1.2182,1.2009,Wednesday,1.205
1.2248,1.2279,1.2156,Tuesday,1.2162
1.3115,1.3117,1.3026,Friday,1.3063
1.2925,1.2931,1.2886,Wednesday,1.2925
1.3064,1.3107,1.305,Thursday,1.3074
1.3039,1.3063,1.3,Friday,1.3047
1.8853,1.8871,1.8707,Thursday,1.8759
1.8684,1.8917,1.866,Monday,1.8884
1.3081,1.3123,1.3017,Friday,1.304
1.2163,1.2251,1.2154,Monday,1.2212
1.3108,1.325,1.3061,Wednesday,1.3226
1.6349,1.6358,1.6261,Friday,1.6294
1.5225,1.526,1.5134,Friday,1.5177
1.5036,1.507,1.4957,Thursday,1.5051
1.2623,1.2631,1.2436,Wednesday,1.2522
1.9808,1.983,1.9759,Monday,1.9813
1.6576,1.6707,1.6572,Friday,1.6681
1.3548,1.3618,1.3459,Thursday,1.3518
1.4958,1.4977,1.4953,Tuesday,1.4974
1.4511,1.4589,1.4394,Friday,1.4461
1.9464,1.9698,1.9447,Thursday,1.9661
1.5667,1.5699,1.5629,Friday,1.5657
1.3379,1.3485,1.3319,Thursday,1.3477
1.3147,1.3181,1.3123,Wednesday,1.3171
1.5889,1.5913,1.5834,Monday,1.5896
1.5183,1.5245,1.5135,Monday,1.5146
1.8271,1.8437,1.8257,Tuesday,1.827
1.5276,1.5335,1.512,Wednesday,1.5163
1.2408,1.2515,1.2401,Wednesday,1.2467
1.8017,1.8081,1.7977,Tuesday,1.7989
1.5924,1.5955,1.5881,Wednesday,1.5951
1.7781,1.7784,1.7523,Wednesday,1.7631
1.2711,1.2735,1.2688,Wednesday,1.2702
1.2557,1.259,1.2533,Friday,1.2575
1.3272,1.3319,1.3174,Friday,1.3276
1.2571,1.2602,1.25,Wednesday,1.254
1.9226,1.9436,1.9184,Friday,1.9414
1.2929,1.2967,1.2773,Monday,1.2811
1.5351,1.5364,1.5219,Wednesday,1.5248
1.5881,1.5917,1.5838,Monday,1.5845
1.5805,1.587,1.5747,Monday,1.5821
1.6531,1.6531,1.6272,Friday,1.6485
1.9976,1.9984,1.9808,Thursday,1.9839
1.451,1.4527,1.4443,Thursday,1.4462
1.2152,1.2309,1.2148,Wednesday,1.229
1.2441,1.2456,1.2389,Friday,1.2416
1.3106,1.312,1.3056,Tuesday,1.3081
1.654,1.6596,1.6539,Monday,1.657
1.6043,1.6361,1.5986,Tuesday,1.6315
1.24,1.2467,1.2316,Monday,1.2388
1.2414,1.2525,1.2394,Tuesday,1.2501
1.5905,1.6061,1.5879,Wednesday,1.6055
1.2803,1.2889,1.2792,Friday,1.2877
1.2824,1.285,1.2754,Thursday,1.2777
1.5265,1.5471,1.5231,Thursday,1.5446
1.4353,1.4496,1.4314,Friday,1.4466
1.9774,1.984,1.9696,Tuesday,1.9785
1.3266,1.3272,1.3145,Wednesday,1.3194
1.4733,1.4836,1.468,Tuesday,1.4802
1.4421,1.4562,1.4384,Monday,1.4468
1.445,1.4607,1.4391,Wednesday,1.4537
1.5302,1.5326,1.5262,Wednesday,1.5307
1.3697,1.3749,1.3697,Thursday,1.3705
1.4939,1.5027,1.4847,Thursday,1.4887
1.8676,1.8799,1.8664,Thursday,1.8773
1.3088,1.32,1.3033,Monday,1.3095
1.9722,1.9888,1.9677,Friday,1.9859
1.5562,1.5629,1.5528,Monday,1.5603
1.8199,1.8265,1.8095,Friday,1.8138
1.3914,1.3935,1.3746,Friday,1.3774
1.4537,1.4718,1.4505,Thursday,1.4696
1.5471,1.5509,1.5413,Thursday,1.5475
1.334,1.338,1.3302,Tuesday,1.3314
1.2797,1.2801,1.2726,Thursday,1.2749
1.9593,1.9665,1.9548,Wednesday,1.963
1.6197,1.6243,1.615,Friday,1.6166
1.9038,1.9068,1.8957,Friday,1.9066
1.548,1.5526,1.5359,Thursday,1.5403
1.6357,1.6486,1.6006,Friday,1.6067
1.2268,1.2291,1.2178,Tuesday,1.2186
1.9707,1.9769,1.9655,Wednesday,1.9741
1.6012,1.6058,1.5897,Thursday,1.593
1.4833,1.4945,1.4809,Friday,1.4917
1.6015,1.6164,1.6005,Tuesday,1.6144
1.5802,1.586,1.5749,Friday,1.5814
1.3374,1.343,1.3366,Wednesday,1.3399
1.3372,1.3388,1.333,Thursday,1.3383
1.2882,1.2919,1.2866,Friday,1.2902
2.0066,2.0091,1.9915,Monday,1.994
1.5861,1.5882,1.5694,Tuesday,1.5715
1.5175,1.5298,1.5168,Thursday,1.5274
1.3871,1.4067,1.3844,Thursday,1.392
1.2861,1.2931,1.2817,Monday,1.2864
1.6285,1.644,1.6249,Wednesday,1.6436
1.5233,1.5267,1.5146,Thursday,1.5181
1.4295,1.4311,1.4125,Tuesday,1.4236
1.3066,1.3218,1.3061,Friday,1.3199
1.9743,1.9893,1.9714,Thursday,1.9885
1.7444,1.7451,1.7375,Monday,1.7399
1.3551,1.3572,1.3493,Monday,1.3523
1.585,1.586,1.5611,Wednesday,1.5639
1.2407,1.2446,1.2378,Friday,1.2381
1.2903,1.2947,1.2859,Thursday,1.2891
1.2477,1.2558,1.2432,Friday,1.2543
1.3644,1.3661,1.3571,Tuesday,1.3596
1.302,1.3082,1.2979,Wednesday,1.3047
1.3902,1.3908,1.3828,Wednesday,1.3857
1.4263,1.4279,1.4191,Wednesday,1.4221
1.7592,1.7723,1.7533,Friday,1.7715
1.5984,1.6017,1.5746,Tuesday,1.5816
1.5162,1.5269,1.5142,Wednesday,1.5233
1.7627,1.7682,1.7525,Tuesday,1.755
1.987,1.9939,1.9653,Friday,1.9676
1.6583,1.6621,1.654,Tuesday,1.6579
1.6822,1.6843,1.6805,Monday,1.6813
1.975,1.9898,1.9748,Wednesday,1.9887
1.4662,1.4844,1.4639,Wednesday,1.4794
1.9757,1.9843,1.9757,Monday,1.9834
1.9199,1.9205,1.894,Monday,1.8962
1.5535,1.5557,1.549,Friday,1.549
1.206,1.2112,1.2001,Tuesday,1.2024
1.407,1.4167,1.3979,Tuesday,1.415
1.7642,1.7726,1.7576,Thursday,1.76
1.3107,1.3115,1.3042,Friday,1.3079
1.6812,1.6853,1.6802,Tuesday,1.6837
1.2969,1.3048,1.2887,Thursday,1.2943
1.5274,1.5281,1.5156,Friday,1.5168
1.5592,1.5779,1.5524,Wednesday,1.5705
1.5448,1.5457,1.5312,Friday,1.5361
2.032,2.036,2.027,Thursday,2.0301
1.6078,1.6139,1.6065,Wednesday,1.6128
1.5707,1.5806,1.5675,Wednesday,1.5794
1.2727,1.2748,1.2665,Monday,1.2682
1.4091,1.4145,1.3995,Friday,1.4025
1.1541,1.1589,1.1494,Friday,1.1516
1.4941,1.501,1.4686,Thursday,1.4756
1.5999,1.6091,1.595,Thursday,1.607
1.9622,1.9644,1.9518,Wednesday,1.9637
1.3172,1.3178,1.3071,Thursday,1.3075
1.6577,1.6604,1.6527,Wednesday,1.656
1.1911,1.1958,1.176,Thursday,1.1864
1.5137,1.5156,1.5077,Friday,1.5109
1.441,1.4478,1.4384,Tuesday,1.4447
1.3813,1.3892,1.3799,Wednesday,1.3856
1.2641,1.2708,1.2633,Friday,1.2698
1.547,1.552,1.5431,Monday,1.5479
1.5557,1.5648,1.5548,Wednesday,1.5615
1.2761,1.2827,1.2703,Tuesday,1.2723
1.6824,1.6835,1.6763,Wednesday,1.6778
1.3533,1.3601,1.3525,Wednesday,1.3586
1.8573,1.8603,1.8516,Monday,1.8596
1.2646,1.2647,1.2583,Tuesday,1.2597
1.0882,1.1127,1.076,Thursday,1.112
1.2065,1.2138,1.2045,Monday,1.2079
1.6459,1.6464,1.6306,Thursday,1.6316
1.3135,1.3152,1.3085,Friday,1.3112
1.5885,1.6059,1.5873,Tuesday,1.5958
1.9727,1.9771,1.9652,Tuesday,1.9733
1.5251,1.5252,1.5029,Friday,1.5034
1.6346,1.6432,1.6324,Monday,1.6427
1.9588,1.96,1.9456,Friday,1.949
1.5273,1.5282,1.5177,Friday,1.5199
1.3299,1.3445,1.3292,Tuesday,1.3424
1.9766,1.9837,1.9725,Monday,1.9813
1.3454,1.3455,1.3362,Wednesday,1.3395
1.4734,1.4816,1.4662,Monday,1.4716
1.3547,1.3608,1.3542,Monday,1.3559
1.3624,1.3686,1.3601,Thursday,1.367
1.6925,1.6991,1.6922,Friday,1.6961
1.5628,1.5728,1.5626,Monday,1.5693
1.2188,1.2269,1.2126,Tuesday,1.2133
1.797,1.7984,1.792,Monday,1.7984
1.3154,1.3236,1.3139,Tuesday,1.3184
1.3475,1.3557,1.3458,Tuesday,1.3529
1.9634,1.9778,1.9604,Thursday,1.9712
1.6121,1.6147,1.6083,Monday,1.6108
1.2934,1.2947,1.2816,Monday,1.285
1.3045,1.3153,1.3033,Wednesday,1.3136
1.2368,1.2547,1.2348,Wednesday,1.2416
1.8409,1.8434,1.8317,Thursday,1.835
1.3859,1.3864,1.3739,Tuesday,1.3748
1.7149,1.7176,1.7139,Wednesday,1.7163
1.5574,1.5723,1.5244,Wednesday,1.5535
1.4235,1.4445,1.4226,Monday,1.4419
1.227,1.2303,1.2254,Monday,1.2273
1.6268,1.627,1.622,Monday,1.6227
1.5102,1.5209,1.5085,Thursday,1.5169
1.5731,1.5827,1.5718,Wednesday,1.5823
1.3372,1.3439,1.3365,Friday,1.3405
1.273,1.2775,1.2654,Tuesday,1.2679
1.9655,1.9722,1.9625,Tuesday,1.9707
1.539,1.5522,1.5354,Friday,1.5458
1.6774,1.6795,1.6771,Monday,1.6787
1.9944,2.0146,1.993,Tuesday,2.0047
1.9359,1.9392,1.9308,Thursday,1.9373
1.813,1.8249,1.8123,Monday,1.8238
1.6322,1.6469,1.6303,Wednesday,1.6419
1.9949,1.9973,1.9844,Wednesday,1.9936
1.8229,1.8316,1.8185,Friday,1.8301
1.5956,1.5995,1.5904,Tuesday,1.5972
1.9837,1.9893,1.9808,Friday,1.9833
1.5246,1.5288,1.5122,Wednesday,1.5202
1.4917,1.4941,1.4756,Friday,1.4794
1.3394,1.346,1.3385,Monday,1.3447
1.8374,1.8387,1.8175,Monday,1.8194
1.6012,1.6037,1.5962,Thursday,1.6002
1.3077,1.3214,1.3067,Friday,1.3207
1.4587,1.4668,1.4528,Thursday,1.4573
1.6139,1.6171,1.6037,Thursday,1.6047
1.3123,1.3224,1.3079,Friday,1.3214
1.5049,1.526,1.4977,Tuesday,1.5248
1.4109,1.4285,1.4108,Friday,1.4154
1.5849,1.5945,1.5756,Friday,1.5908
1.5184,1.5197,1.5106,Monday,1.5121
1.2564,1.2599,1.2548,Thursday,1.2571
1.9625,1.9677,1.951,Thursday,1.951
1.5908,1.5913,1.5832,Wednesday,1.589
1.2786,1.282,1.2762,Wednesday,1.2769
1.5901,1.5943,1.588,Thursday,1.5935
1.5856,1.5869,1.576,Tuesday,1.5779
1.6431,1.6597,1.6402,Wednesday,1.6555
1.6372,1.6441,1.6353,Tuesday,1.6375
1.9994,2.0072,1.998,Tuesday,1.9987
1.5845,1.6048,1.5819,Monday,1.6011
1.8255,1.8286,1.8164,Tuesday,1.8243
1.6425,1.6489,1.6329,Tuesday,1.6385
1.2907,1.2969,1.2885,Wednesday,1.2956
1.8486,1.8558,1.8469,Friday,1.8493
1.2241,1.225,1.2212,Monday,1.2234
1.2962,1.2966,1.2911,Monday,1.293
1.8539,1.8587,1.8517,Wednesday,1.8542
2.0468,2.0481,2.0344,Thursday,2.0415
1.3187,1.3239,1.3101,Friday,1.3232
1.9884,1.9888,1.9769,Thursday,1.9827
1.7263,1.7334,1.723,Monday,1.7325
1.644,1.6596,1.6324,Tuesday,1.6582
1.4904,1.4929,1.4876,Monday,1.4884
1.4844,1.4954,1.4828,Wednesday,1.4883
1.3148,1.3197,1.3107,Friday,1.318
1.797,1.8042,1.7919,Thursday,1.7961
1.2222,1.231,1.2207,Tuesday,1.2285
1.5688,1.5721,1.5576,Friday,1.5593
1.5729,1.5803,1.5664,Wednesday,1.5707
1.3072,1.3162,1.3056,Wednesday,1.3125
1.2197,1.2272,1.213,Thursday,1.2242
1.6443,1.6456,1.6345,Wednesday,1.6374
1.3226,1.3291,1.312,Thursday,1.3267
2.0083,2.0148,1.9802,Wednesday,1.9829
1.3143,1.3148,1.3007,Friday,1.3051
1.3214,1.3406,1.315,Thursday,1.3401
1.7487,1.757,1.7458,Wednesday,1.75
1.2191,1.2249,1.2142,Monday,1.2234
2.007,2.013,2.0014,Wednesday,2.0085
1.3074,1.3077,1.298,Friday,1.3031
1.6228,1.6273,1.6208,Monday,1.6246
1.9813,1.983,1.9645,Wednesday,1.9695
1.7166,1.7281,1.7158,Thursday,1.7247
1.5335,1.5433,1.5285,Tuesday,1.5379
1.5766,1.5781,1.5689,Thursday,1.5705
1.2465,1.2533,1.2385,Monday,1.2416
1.5326,1.5411,1.5315,Thursday,1.5384
1.6837,1.6917,1.6831,Wednesday,1.6898
1.6074,1.608,1.5898,Tuesday,1.5903
1.2487,1.2576,1.2476,Tuesday,1.2548
1.58,1.5938,1.5707,Tuesday,1.5919
1.6453,1.6471,1.6295,Monday,1.6312
1.3849,1.3873,1.3826,Tuesday,1.384
1.3097,1.3101,1.3037,Tuesday,1.3041
1.3078,1.3146,1.3053,Wednesday,1.3113
1.4708,1.4773,1.4576,Friday,1.4676
2.0245,2.0377,2.0232,Tuesday,2.0311
1.3036,1.3041,1.2867,Wednesday,1.2936
1.6541,1.6603,1.6537,Wednesday,1.6573
1.3595,1.3601,1.3518,Monday,1.3585
1.3685,1.3745,1.3668,Thursday,1.3738
1.8524,1.853,1.8329,Tuesday,1.838
1.8957,1.9042,1.8953,Monday,1.9012
1.5759,1.5883,1.5715,Thursday,1.5835
1.3268,1.328,1.3252,Wednesday,1.3263
1.3966,1.407,1.3927,Monday,1.3964
2.0054,2.0131,1.998,Friday,2.0129
1.6976,1.7,1.6973,Monday,1.6983
1.531,1.5314,1.5208,Monday,1.523
1.2318,1.2394,1.2289,Friday,1.2348
1.2984,1.3155,1.293,Thursday,1.3146
1.2906,1.2951,1.287,Tuesday,1.2907
1.2488,1.2493,1.239,Thursday,1.2404
1.8697,1.8704,1.859,Monday,1.8662
1.5948,1.6061,1.5874,Thursday,1.6032
1.6808,1.6815,1.6699,Wednesday,1.6712
1.5574,1.561,1.5557,Monday,1.5577
1.3569,1.3585,1.3522,Monday,1.3569
1.5735,1.5739,1.5673,Friday,1.5697
1.5538,1.57,1.5522,Thursday,1.5659
1.3378,1.3394,1.3288,Tuesday,1.3354
1.8228,1.8315,1.8217,Monday,1.8288
1.6624,1.6659,1.657,Thursday,1.6594
1.5435,1.5465,1.5401,Thursday,1.5415
1.4317,1.4452,1.4314,Friday,1.441
1.2047,1.2086,1.1986,Monday,1.202
1.7634,1.7646,1.7544,Thursday,1.7565
1.9472,1.9701,1.9465,Tuesday,1.97
1.5103,1.5148,1.4708,Thursday,1.4767
1.2745,1.2767,1.2706,Monday,1.2734
1.5756,1.5836,1.5664,Wednesday,1.5802
1.9682,1.9791,1.9649,Wednesday,1.975
1.877,1.8913,1.8698,Thursday,1.8874
2.0323,2.0417,2.0287,Wednesday,2.0411
1.26,1.2667,1.2584,Friday,1.2628
1.2984,1.3289,1.2959,Monday,1.3232
1.9465,1.9499,1.9403,Thursday,1.948
1.3474,1.3539,1.3413,Monday,1.3476
1.7742,1.7824,1.767,Monday,1.7698
1.3796,1.3842,1.3752,Wednesday,1.38
1.4298,1.4302,1.4136,Tuesday,1.4158
1.258,1.2599,1.2487,Monday,1.251
1.4049,1.4089,1.402,Tuesday,1.4064
1.6461,1.6545,1.6384,Wednesday,1.6481
1.8753,1.8779,1.8634,Friday,1.8723
1.5016,1.5082,1.4965,Thursday,1.5013
1.7998,1.8135,1.7956,Wednesday,1.7992
1.319,1.3279,1.3119,Friday,1.3136
1.2286,1.2292,1.2189,Friday,1.223
1.2284,1.2435,1.2254,Wednesday,1.2345
1.5675,1.5717,1.5655,Monday,1.568
1.9048,1.9088,1.8868,Thursday,1.8936
2.0177,2.0185,2.0102,Monday,2.0102
1.6475,1.6584,1.6451,Wednesday,1.6572
1.3144,1.3318,1.3125,Thursday,1.327
1.5395,1.5405,1.5345,Wednesday,1.5356
1.975,1.9758,1.9599,Monday,1.961
1.6724,1.6727,1.6611,Tuesday,1.6615
1.4206,1.4249,1.4143,Tuesday,1.4148
1.5545,1.5551,1.5435,Wednesday,1.5525
1.2731,1.2767,1.271,Monday,1.2755
1.3894,1.3971,1.3849,Wednesday,1.3958
1.7913,1.8012,1.7891,Wednesday,1.7956
1.5583,1.5627,1.5447,Wednesday,1.5512
1.5471,1.5483,1.5448,Tuesday,1.5452
1.233,1.2404,1.2282,Wednesday,1.2401
1.2965,1.302,1.2951,Friday,1.2993
1.3612,1.3662,1.3584,Thursday,1.3599
1.2351,1.2361,1.2171,Friday,1.2222
1.6033,1.6063,1.5944,Friday,1.6031
1.3964,1.3996,1.3857,Tuesday,1.391
1.2482,1.2586,1.2467,Thursday,1.2574
1.6421,1.646,1.6338,Monday,1.6357
1.7385,1.7412,1.7343,Thursday,1.7354
1.2438,1.2522,1.2426,Wednesday,1.2484
1.3396,1.3409,1.3341,Tuesday,1.3378
1.34,1.3413,1.3244,Thursday,1.3293
1.4678,1.4775,1.4622,Tuesday,1.469
1.2999,1.3117,1.2968,Friday,1.3078
1.4466,1.4649,1.4422,Monday,1.4557
1.6141,1.6182,1.608,Wednesday,1.6168
1.4543,1.4572,1.4458,Wednesday,1.4499
1.3956,1.3994,1.3847,Wednesday,1.3871
1.2864,1.2916,1.2668,Tuesday,1.2863
1.6,1.6054,1.5983,Thursday,1.6047
1.4373,1.4427,1.4325,Thursday,1.4368
1.9233,1.9256,1.9119,Friday,1.9217
1.8278,1.8312,1.8123,Friday,1.8181
1.4793,1.5019,1.4726,Thursday,1.4879
1.3042,1.3049,1.2939,Tuesday,1.2981
1.5825,1.589,1.582,Friday,1.5869
1.7626,1.764,1.7432,Monday,1.7474
1.3918,1.3949,1.3894,Monday,1.3927
1.7357,1.742,1.7341,Wednesday,1.7386
1.9507,1.9631,1.9442,Tuesday,1.9594
1.5847,1.5893,1.5804,Monday,1.5827
1.8178,1.8193,1.8005,Wednesday,1.8165
1.3922,1.4027,1.3621,Wednesday,1.396
1.5481,1.5546,1.5475,Monday,1.5492
1.7332,1.7373,1.7136,Wednesday,1.7179
1.1542,1.1549,1.146,Thursday,1.1465
1.8742,1.8778,1.871,Wednesday,1.8774
1.7921,1.7924,1.781,Monday,1.7862
1.5704,1.5878,1.5647,Wednesday,1.5837
1.6275,1.6339,1.6197,Friday,1.6257
1.9323,1.9352,1.9272,Thursday,1.9282
1.6393,1.6482,1.6221,Wednesday,1.6388
1.545,1.5453,1.5346,Thursday,1.5392
1.2706,1.2831,1.2699,Wednesday,1.2771
1.7536,1.7567,1.746,Friday,1.7543
1.7806,1.8244,1.7788,Wednesday,1.8139
1.5716,1.5721,1.5563,Tuesday,1.5638
1.2968,1.2975,1.2863,Friday,1.2888
1.9854,1.987,1.9835,Tuesday,1.9862
1.6001,1.6034,1.5975,Wednesday,1.6001
1.421,1.4388,1.4207,Friday,1.4357
1.7658,1.7976,1.7472,Monday,1.7578
1.5835,1.5876,1.5784,Monday,1.5864
1.8807,1.8886,1.8771,Tuesday,1.8807
1.2768,1.2839,1.2725,Thursday,1.2743
1.5122,1.5131,1.5062,Thursday,1.5099
1.604,1.6045,1.5909,Friday,1.5912
1.4695,1.4735,1.4516,Wednesday,1.4549
1.393,1.4071,1.3864,Friday,1.4009
1.31,1.3113,1.3003,Monday,1.3075
1.2745,1.2866,1.2708,Friday,1.2839
1.5889,1.5908,1.5803,Thursday,1.5826
1.5734,1.5741,1.5484,Wednesday,1.5508
1.5106,1.5144,1.5072,Tuesday,1.509
1.8878,1.8995,1.8863,Wednesday,1.8926
1.9817,1.9845,1.978,Monday,1.9791
1.5978,1.6084,1.5896,Monday,1.5955
1.3071,1.308,1.2985,Wednesday,1.3011
1.3143,1.3211,1.3085,Thursday,1.3146
1.5539,1.5678,1.5488,Thursday,1.5514
1.9613,1.9658,1.9613,Thursday,1.9617
1.5075,1.5199,1.5069,Monday,1.5158
1.3495,1.3527,1.3454,Wednesday,1.3525
1.29,1.2958,1.2865,Tuesday,1.2915
1.2937,1.2971,1.2912,Tuesday,1.2936
1.2981,1.3023,1.2923,Wednesday,1.2945
1.575,1.5775,1.5559,Friday,1.5638
1.2438,1.254,1.24,Thursday,1.2523
1.8341,1.8498,1.8332,Wednesday,1.843
1.6792,1.6838,1.6784,Tuesday,1.6823
1.5928,1.594,1.5835,Monday,1.5919
1.4546,1.4638,1.4425,Thursday,1.4457
1.5643,1.5785,1.561,Tuesday,1.5747
1.3544,1.3589,1.3525,Wednesday,1.3534
1.9656,1.9667,1.9536,Monday,1.9603
1.4454,1.466,1.4449,Tuesday,1.4538
1.824,1.8424,1.8206,Tuesday,1.8393
1.5883,1.5948,1.585,Wednesday,1.5904
1.5947,1.6047,1.5914,Wednesday,1.5948
1.3504,1.3571,1.343,Monday,1.3481
1.6121,1.6183,1.5981,Friday,1.6116
1.2492,1.2592,1.2461,Tuesday,1.2541
1.3749,1.3792,1.374,Monday,1.3766
1.1926,1.2114,1.1907,Friday,1.2026
1.3379,1.3447,1.3254,Thursday,1.327
1.6448,1.6505,1.6311,Wednesday,1.6458
1.5603,1.561,1.5409,Tuesday,1.5459
1.2911,1.2923,1.2825,Wednesday,1.2846
1.5687,1.569,1.5573,Wednesday,1.5593
1.2442,1.2505,1.2407,Thursday,1.2413
1.4522,1.4545,1.4249,Monday,1.4488
1.3865,1.3878,1.3826,Monday,1.384
1.9226,1.944,1.917,Thursday,1.9239
1.4881,1.4914,1.4783,Tuesday,1.4812
1.3026,1.307,1.2955,Wednesday,1.2997
1.6158,1.6176,1.6005,Friday,1.6012
1.3772,1.3863,1.3751,Thursday,1.3836
1.3036,1.3065,1.2945,Tuesday,1.2985
1.5648,1.5668,1.558,Wednesday,1.5652
1.862,1.8736,1.8608,Tuesday,1.8716
1.4724,1.4753,1.4719,Thursday,1.4735
1.3225,1.3269,1.311,Thursday,1.3141
1.3741,1.3769,1.3693,Tuesday,1.375
1.9123,1.9292,1.9107,Wednesday,1.9259
1.31,1.3124,1.3012,Thursday,1.3068
1.9984,1.9994,1.9929,Wednesday,1.9992
1.515,1.5173,1.5018,Wednesday,1.5043
1.2487,1.2548,1.2477,Wednesday,1.2538
1.8876,1.9128,1.885,Friday,1.908
1.6214,1.625,1.6162,Wednesday,1.6182
1.2024,1.2057,1.2014,Monday,1.2039
1.6616,1.6635,1.6572,Wednesday,1.6617
1.7345,1.756,1.7311,Thursday,1.7537
1.2476,1.2482,1.2416,Tuesday,1.2437
1.5226,1.5278,1.5196,Friday,1.5258
1.9923,1.9996,1.991,Friday,1.9993
1.2092,1.2143,1.2026,Wednesday,1.2048
1.2798,1.2851,1.2738,Monday,1.2753
1.6452,1.6473,1.6396,Friday,1.6417
1.9764,1.9765,1.96,Tuesday,1.9627
1.5837,1.5848,1.5683,Thursday,1.571
1.7586,1.7589,1.7481,Thursday,1.7557
1.6104,1.6137,1.601,Thursday,1.6097
1.2956,1.3069,1.2943,Thursday,1.304
1.4683,1.5047,1.4679,Monday,1.4914
1.744,1.7459,1.7356,Wednesday,1.7438
1.2477,1.2506,1.2422,Wednesday,1.2474
1.8436,1.8467,1.8369,Tuesday,1.8415
1.6167,1.6199,1.609,Friday,1.6196
